statistics_id	struct_idx	county	phillimore	tenant_in_chief	riding	wapentake	vill	carucates	g_code	notes	phillimore_ref
13100	17785	YS	"SW,Bu29"	King William	West Riding	`Burghshire'	Clifton	1	geld	Breakdown from 1 Y18	1Y18
13120	17785	YS	"SW,Bu29"	King William	West Riding	`Burghshire'	Timble	1	geld	Breakdown from 1 Y18	1Y18
13140	17786	YS	"SW,Bu30"	King William	West Riding	`Burghshire'	Birstwith	1	geld		1W43
13160	17786	YS	"SW,Bu30"	Gospatric (son of Arnketil)	West Riding	`Burghshire'	Birstwith	1	geld		28W23
13180	17786	YS	"SW,Bu30"	King William	West Riding	`Burghshire'	Felliscliffe	3	geld		1Y18
13200	17786	YS	"SW,Bu30"	King William	West Riding	`Burghshire'	Rowden	2	geld		1W44
13220	17787	YS	"SW,Bu31"	King William	West Riding	`Burghshire'	Killinghall	1	geld		1Y18
13240	17787	YS	"SW,Bu31"	Erneis of Buron	West Riding	`Burghshire'	Beamsley	0.5	geld		24W14
13260	17787	YS	"SW,Bu31"	King William	West Riding	`Burghshire'	Beamsley	0.75	geld		1W45
13280	17787	YS	"SW,Bu31"	Gilbert Tison	West Riding	`Burghshire'	Beamsley	0.75	geld		21W4
13300	17788	YS	"SW,Bu32"	William of Percy	West Riding	`Burghshire'	Nesfield	2	geld		13W24
13320	17788	YS	"SW,Bu32"	King William	West Riding	`Burghshire'	Addingham	1	geld		1W46
13340	17788	YS	"SW,Bu32"	Gilbert Tison	West Riding	`Burghshire'	Addingham	1	geld		21EW5
13360	17788	YS	"SW,Bu32"	Gospatric (son of Arnketil)	West Riding	`Burghshire'	Askwith	2	geld		28W28
13380	17789	YS	"SW,Bu33"	William of Percy	West Riding	`Burghshire'	Askwith	3	geld		13W25
13400	17789	YS	"SW,Bu33"	Berengar of Tosny	West Riding	`Burghshire'	Askwith	1	geld		8W2
13440	17789	YS	"SW,Bu33"	Berengar of Tosny	West Riding	`Burghshire'	Weston	5	geld		8W1
13460	17789	YS	"SW,Bu33"	William of Percy	West Riding	`Burghshire'	Leathley	3.87	geld		13W26
13480	17790	YS	"SW,Bu34"	King William	West Riding	`Burghshire'	Leathley	2.5	geld		1W47
13500	17790	YS	"SW,Bu34"	Gilbert Tison	West Riding	`Burghshire'	Leathley	1	geld		21W6
13540	17790	YS	"SW,Bu34"	King William	West Riding	`Burghshire'	Weeton	5.5	geld	2.5 carucates attributed to Ulfkil in the main text.	1W48. 29W22
13560	17790	YS	"SW,Bu34"	Gospatric (son of Arnketil)	West Riding	`Burghshire'	Weeton	2.5	geld		28W29
13580	17791	YS	"SW,Bu35"	King William	West Riding	`Burghshire'	[Dun]keswick	4	geld		29W36
13600	17791	YS	"SW,Bu35"	William of Percy	West Riding	`Burghshire'	Kearby [Town End]	4	geld		13W27
13620	17791	YS	"SW,Bu35"	Erneis of Buron	West Riding	`Burghshire'	Barrowby [Grange]	3	geld		24W20
13640	17791	YS	"SW,Bu35"	William of Percy	West Riding	`Burghshire'	Barrowby [Grange]	1	geld		13W29
13660	17792	YS	"SW,Bu36"	William of Percy	West Riding	`Burghshire'	Kirkby [Overblow]	3	geld		13W28
13680	17792	YS	"SW,Bu36"	William of Percy	West Riding	`Burghshire'	Walton [Head]	4	geld		13W28
13700	17792	YS	"SW,Bu36"	William of Percy	West Riding	`Burghshire'	`Tidover'	5	recorded elsewhere		13W28
13720	17792	YS	"SW,Bu36"	King William	West Riding	`Burghshire'	Sicklinghall	6	geld		1W50
13740	17793	YS	"SW,Bu37"	Gospatric (son of Arnketil)	West Riding	`Burghshire'	Addlethorpe	4	geld		28W21
13760	17793	YS	"SW,Bu37"	King William	West Riding	`Burghshire'	Addlethorpe	1	geld		1W49
13780	17793	YS	"SW,Bu37"	King William	West Riding	`Burghshire'	Rigton	2	geld		29W37
13790	17793	YS	"SW,Bu37"	Gilbert Tison	West Riding	`Burghshire'	Rigton	2	geld		21W8
13800	17794	YS	"SW,Bu38"	King William	West Riding	`Burghshire'	Stainburn	5	geld		1W51
13820	17794	YS	"SW,Bu38"	Gilbert Tison	West Riding	`Burghshire'	Beckwith [House]	3	geld		21W9
13840	17794	YS	"SW,Bu38"	King William and Gilbert Tison	West Riding	`Burghshire'	Rossett [Green]	3	geld		1W52
13860	17795	YS	"SW,Bu39"	King William	West Riding	`Burghshire'	Bilton	3.5	geld		29W38
13870	17795	YS	"SW,Bu39"	Gilbert Tison	West Riding	`Burghshire'	Bilton	3.5	geld		21W11
13880	17795	YS	"SW,Bu39"	William of Percy	West Riding	`Burghshire'	Rudfarlington	2.25	geld		13W30
13900	17796	YS	"SW,Bu40"	Gilbert Tison	West Riding	`Burghshire'	Rudfarlington	1.75	geld		21W12
13940	17796	YS	"SW,Bu40"	William of Percy	West Riding	`Burghshire'	Plompton [Hall]	2	geld		13W31
13960	17796	YS	"SW,Bu40"	Gilbert Tison	West Riding	`Burghshire'	Plompton [Hall]	2	geld		21W13
13980	17796	YS	"SW,Bu40"	Erneis of Buron	West Riding	`Burghshire'	`[Little] Braham'	4	geld		24W16
14000	17797	YS	"SW,Bu41"	William of Percy	West Riding	`Burghshire'	`[Great] Braham'	4	geld		13W32
14020	17797	YS	"SW,Bu41"	Gilbert Tison	West Riding	`Burghshire'	`[Great] Braham'	4	geld		21W14
14040	17797	YS	"SW,Bu41"	Erneis of Buron	West Riding	`Burghshire'	`[Great] Braham'	1	geld		24W17
14060	17797	YS	"SW,Bu41"	William of Percy	West Riding	`Burghshire'	Spofforth	3	geld		13W33
14080	17798	YS	"SW,Bu42"	William of Percy	West Riding	`Burghshire'	{Caldeuuelle}	2	geld		13W34
14100	17798	YS	"SW,Bu42"	Erneis of Buron	West Riding	`Burghshire'	Newsome [Farm]	2	geld		24W18
14120	17798	YS	"SW,Bu42"	William of Percy	West Riding	`Burghshire'	Linton	8.5	geld		13W35
14140	17799	YS	"SW,Bu43"	William of Percy	West Riding	`Burghshire'	Wetherby	3	geld		13W36
14150	17799	YS	"SW,Bu43"	Erneis of Buron	West Riding	`Burghshire'	Wetherby	2	geld		24W19
14160	17799	YS	"SW,Bu43"	Ralph Payenel	West Riding	`Burghshire'	[Kirk and North] Deighton	12	geld		16W5
14180	17799	YS	"SW,Bu43"	Erneis of Buron	West Riding	`Burghshire'	[Kirk and North] Deighton	4	geld		24W20
14200	17800	YS	"SW,Bu44"	Count of Mortain	West Riding	`Burghshire'	Ingmanthorpe [Hall]	1.5	geld		5W37
14220	17800	YS	"SW,Bu44"	Erneis of Buron	West Riding	`Burghshire'	Ingmanthorpe [Hall]	1.5	geld		24W20
14240	17800	YS	"SW,Bu44"	William of Percy	West Riding	`Burghshire'	Cowthorpe	3	geld		13W37
14260	17801	YS	"SW,Bu45"	Archbishop of York	West Riding	`Burghshire'	Ripon		no assessment	?'St Wilfrid's Territory'?	2W7
14280	17801	YS	"SW,Bu45"	Archbishop of York	West Riding	`Burghshire'	[Little]thorpe	4	geld		2W7
14300	17801	YS	"SW,Bu45"	Archbishop of York	West Riding	`Burghshire'	`Eastwick'	2	geld		2W7
14320	17801	YS	"SW,Bu45"	Archbishop of York	West Riding	`Burghshire'	Nidd	5	geld		2W7
14340	17802	YS	"SW,Bu46"	Archbishop of York	West Riding	`Burghshire'	Westwick	4	geld		2W7
14360	17802	YS	"SW,Bu46"	Archbishop of York	West Riding	`Burghshire'	[Bishop] Monkton	8	geld		2W7
14380	17802	YS	"SW,Bu46"	Archbishop of York	West Riding	`Burghshire'	Killinghall	1	geld		2W7
14400	17802	YS	"SW,Bu46"	Archbishop of York	West Riding	`Burghshire'	[Bishop] Thornton	2	geld		2W7
14420	17803	YS	"SW,Bu47"	Archbishop of York	West Riding	`Burghshire'	Sawley	2	geld		2W7
14440	17803	YS	"SW,Bu47"	Archbishop of York	West Riding	`Burghshire'	Eavestone	2	geld		2W7
14460	17803	YS	"SW,Bu47"	Archbishop of York	West Riding	`Burghshire'	Wilsill	2	geld		2W7
14480	17803	YS	"SW,Bu47"	Archbishop of York	West Riding	`Burghshire'	`Knaresford'	1.5	geld		2W7
14500	17803	YS	"SW,Bu47"	Archbishop of York	West Riding	`Burghshire'	Studley [Roger]	4	geld		2W8
14520	17804	YS	"SW,Bu48"	Archbishop of York	West Riding	`Burghshire'	[High] Grantley	2.5	geld		2W7
14540	17804	YS	"SW,Bu48"	Archbishop of York	West Riding	`Burghshire'	How [Hill]	3	geld		2W7
14560	17804	YS	"SW,Bu48"	Archbishop of York	West Riding	`Burghshire'	Markington	4.5	geld		2W7
14580	17804	YS	"SW,Bu48"	Archbishop of York	West Riding	`Burghshire'	`[East] Stainley'	8	geld		2W8
14600	17804	YS	"SW,Bu48"	Archbishop of York	West Riding	`Burghshire'	Sutton [Grange]		recorded elsewhere		2W8
14620	17804	YS	"SW,Bu48"	Archbishop of York	West Riding	`Burghshire'	[North] Stainley	6.5	geld		2W8
14640	17804	YS	"SW,Bu48"	Archbishop of York	West Riding	`Burghshire'	Sleningford		recorded elsewhere		2W8
14660	17805	YS	"SW,Bu49"	Gospatric (son of Arnketil)	West Riding	`Burghshire'	`Knaresford'	0.5	geld		18W41
14680	17805	YS	"SW,Bu49"	William of Percy	West Riding	`Burghshire'	Castley	2	geld	"'Everard of Leathley, a man of William of Percy's, in Castley, 2 carucates."	1W53
14700	17806	YS	"SW,H1"	Archbishop of York	West Riding	Hallikeld	Nunwick	5	geld		2W9
14720	17806	YS	"SW,H1"	Archbishop of York	West Riding	Hallikeld	{Suthauuic}	5	geld		2W8
14740	17806	YS	"SW,H1"	Archbishop of York	West Riding	Hallikeld	Givendale	11	geld		2W12
14760	17807	YS	"SW,H2"	Archbishop of York	West Riding	Hallikeld	Skelton	8	geld		2W12
14780	17807	YS	"SW,H2"	Archbishop of York	West Riding	Hallikeld	Howgrave	2	geld		2W13
14800	17807	YS	"SW,H2"	Archbishop of York	West Riding	Hallikeld	[Copt] Hewick	2	geld		2W11
14820	17807	YS	"SW,H2"	Archbishop of York	West Riding	Hallikeld	{Hashundebi}	2	geld		2W13
14840	17808	YS	"SW,H3"	Archbishop of York	West Riding	Hallikeld	Hutton [Conyers]	0.25	geld		2W13
14860	17808	YS	"SW,H3"	Archbishop of York	West Riding	Hallikeld	Markington	1	geld		2W13
14880	17808	YS	"SW,H3"	Archbishop of York	West Riding	Hallikeld	[South] Stainley		recorded elsewhere		2W13
14900	17808	YS	"SW,H3"	Archbishop of York	West Riding	Hallikeld	[Bridge] Hewick	3	geld		2W10
14920	17809	YS	"SW,H4"	Bishop of Durham	West Riding	Hallikeld	Hutton [Conyers]	12	geld		3Y9
14940	17809	YS	"SW,H4"	Bishop of Durham	West Riding	Hallikeld	Norton [Conyers]	6	geld		3Y9
14960	17809	YS	"SW,H4"	Bishop of Durham	West Riding	Hallikeld	Sutton [Howgrave]	3	geld		3Y9
14980	17809	YS	"SW,H4"	Bishop of Durham	West Riding	Hallikeld	Howgrave	2	geld		3Y9
15000	17810	YS	"SW,H5"	Bishop of Durham	West Riding	Hallikeld	Holme	6	geld		3Y9
15020	17810	YS	"SW,H5"	Bishop of Durham	North Riding	Land of Count Alan	{Torp}	1	geld		3Y9
15040	17810	YS	"SW,H5"	Bishop of Durham	West Riding	Hallikeld	Hutton [Conyers]		no assessment	'These are the bishop of Durham's at Hutton Conyers'. 14 carucates with Howgrave in the main text.	3Y9
15060	17811	YS	"SW,H6"	Gospatric (son of Arnketil)	West Riding	Hallikeld	Skelton	1	geld		28W24
15080	17811	YS	"SW,H6"	Gospatric (son of Arnketil)	West Riding	Hallikeld	[Lang]thorpe	6	geld		28W31
15100	17811	YS	"SW,H6"	Gospatric (son of Arnketil)	West Riding	Hallikeld	Kirby [Hill]	6	geld		28W22
15120	17811	YS	"SW,H6"	Gospatric (son of Arnketil)	West Riding	Hallikeld	Thornton [Bridge]	6	geld		28W32
15140	17811	YS	"SW,H6"	Gospatric (son of Arnketil)	West Riding	Hallikeld	[Hum]burton	6	geld		28W33
15160	17812	YS	"SW,H7"	King William	West Riding	Hallikeld	Ellenthorpe [Hall]	6	geld		1Y18
15180	17812	YS	"SW,H7"	King William	West Riding	Hallikeld	Milby	6.5	geld		1Y18
15200	17812	YS	"SW,H7"	King William	West Riding	Hallikeld	Brampton [Hall]	4	geld		1W55
15220	17813	YS	"SW,H8"	Count of Mortain	West Riding	Hallikeld	Cundall	12	geld		5W38
15240	17813	YS	"SW,H8"	Count of Mortain	West Riding	Hallikeld	Norton [le Clay]	7	geld		5W38
15260	17813	YS	"SW,H8"	Count of Mortain	West Riding	Hallikeld	Leckby [Palace]	6	geld		5W38
15280	17813	YS	"SW,H8"	Count of Mortain	West Riding	Hallikeld	Brampton [Hall]	2	geld		5W38
15300	17814	YS	"SW,H9"	Count of Mortain	West Riding	Hallikeld	Cundall	2	geld		5W38
15320	17814	YS	"SW,H9"	Count of Mortain	West Riding	Hallikeld	[North] Stainley	1	geld		5W38
15340	17814	YS	"SW,H9"	Count of Mortain	West Riding	Hallikeld	[East] Tanfield	1	geld		5W38
15360	17814	YS	"SW,H9"	Count of Mortain	West Riding	Hallikeld	{Caldeuuelle}	4	geld		5W38
15380	17814	YS	"SW,H9"	Count of Mortain	West Riding	Hallikeld	Cundall		no assessment	All these belong to Cundall.	5W38
15400	17815	YS	"SW,Cr1"	King William	West Riding	Craven	Bolton [Abbey]	6	geld		1W73
15420	17815	YS	"SW,Cr1"	King William	West Riding	Craven	Halton [East]	6	geld		1W73
15440	17815	YS	"SW,Cr1"	King William	West Riding	Craven	Embsay	6	geld		1W73
15460	17815	YS	"SW,Cr1"	King William	West Riding	Craven	Draughton	3	geld		1W73
15480	17815	YS	"SW,Cr1"	King William	West Riding	Craven	Bolton [Abbey]		no assessment	All these belong to Bolton Abbey.	1W73
15500	17816	YS	"SW,Cr2"	King William	West Riding	Craven	[High and Low] Skibeden	3	geld		1W73
15520	17816	YS	"SW,Cr2"	King William	West Riding	Craven	Skipton	4	geld		1W73
15540	17816	YS	"SW,Cr2"	King William	West Riding	Craven	[Low] Snaygill	6	geld		1W73
15560	17816	YS	"SW,Cr2"	King William	West Riding	Craven	Thorlby	10	geld		1W73
15580	17816	YS	"SW,Cr2"	King William	West Riding	Craven	Bolton [Abbey]		no assessment	All these belong to Bolton Abbey.	1W73
15600	17817	YS	"SW,Cr3"	King William	West Riding	Craven	Addingham	2	geld		1W73
15620	17817	YS	"SW,Cr3"	King William	West Riding	Craven	Beamsley	2	geld		1W73
15640	17817	YS	"SW,Cr3"	King William	West Riding	Craven	Holme [House]	3	geld		1W73
15660	17817	YS	"SW,Cr3"	King William	West Riding	Craven	Gargrave	3	geld		1W73
15680	17817	YS	"SW,Cr3"	King William	West Riding	Craven	Bolton [Abbey]		no assessment	All these belong to Bolton Abbey.	1W73
15700	17818	YS	"SW,Cr4"	King William	West Riding	Craven	[Little] Stainton	3	geld		1W73
15720	17818	YS	"SW,Cr4"	King William	West Riding	Craven	Otterburn	3	geld		1W73
15740	17818	YS	"SW,Cr4"	King William	West Riding	Craven	Scosthrop	3	geld		1W73
15760	17818	YS	"SW,Cr4"	King William	West Riding	Craven	Malham	3	geld		1W73
15780	17818	YS	"SW,Cr4"	King William	West Riding	Craven	Anley	2	geld		1W73
15800	17818	YS	"SW,Cr4"	King William	West Riding	Craven	Bolton [Abbey]		no assessment	All these belong to Bolton Abbey.	1W73
15820	17819	YS	"SW,Cr5"	King William	West Riding	Craven	Coniston [Cold]	3	geld		1W73
15840	17819	YS	"SW,Cr5"	King William	West Riding	Craven	Hellifield	3	geld		1W73
15860	17819	YS	"SW,Cr5"	King William	West Riding	Craven	Hanlith	3	geld		1W73
15880	17819	YS	"SW,Cr5"	King William	West Riding	Craven	Bolton [Abbey]		no assessment	All these belong to Bolton Abbey.	1W73
15900	17820	YS	"SN,L1"	William of Percy	North Riding	Langbaurgh	Fyling [Old Hall]	1	geld		13N1
15920	17820	YS	"SN,L1"	Earl Hugh	North Riding	Langbaurgh	Fyling [Old Hall]	1	geld		4N1
15940	17820	YS	"SN,L1"	Earl Hugh	North Riding	Langbaurgh	[Fyling] Thorpe	5	geld		4N1
15960	17821	YS	"SN,L2"	Earl Hugh	North Riding	Langbaurgh	Gnipe [Howe]	3	geld		4N1
15980	17821	YS	"SN,L2"	Earl Hugh	North Riding	Langbaurgh	Whitby	10	geld		4N1
16000	17821	YS	"SN,L2"	Earl Hugh	North Riding	Langbaurgh	`Prestby'	2	geld		4N1
16020	17822	YS	"SN,L3"	King William	North Riding	Langbaurgh	Normanby	2	geld		1N1
16040	17822	YS	"SN,L3"	Earl Hugh	North Riding	Langbaurgh	Sneaton	5	geld		4N1
16060	17822	YS	"SN,L3"	Earl Hugh	North Riding	Langbaurgh	Ugglebarnby	3	geld		4N1
16080	17823	YS	"SN,L4"	Earl Hugh	North Riding	Langbaurgh	`Sowerby'	4	geld		4N1
16100	17823	YS	"SN,L4"	Earl Hugh	North Riding	Langbaurgh	`Breck'	1	geld		4N1
16120	17823	YS	"SN,L4"	Earl Hugh	North Riding	Langbaurgh	{Baldebi}	1	geld		4N1
16140	17823	YS	"SN,L4"	Earl Hugh	North Riding	Langbaurgh	Flower[Gate]	2	geld		4N1
16160	17824	YS	"SN,L5"	Earl Hugh	North Riding	Langbaurgh	[High] Stakesby	2.75	geld		4N1
16180	17824	YS	"SN,L5"	Count of Mortain	North Riding	Langbaurgh	[High] Stakesby	0.25	geld	This holding is not recorded in the main text.	-
16200	17824	YS	"SN,L5"	Earl Hugh	North Riding	Langbaurgh	Newholm	4	geld		4N1
16220	17824	YS	"SN,L5"	Count of Mortain	North Riding	Langbaurgh	Lythe	2	geld		5N1
16240	17825	YS	"SN,L6"	King William	North Riding	Langbaurgh	Dunsley	3	geld		1N20
16260	17825	YS	"SN,L6"	Berengar of Tosny	North Riding	Langbaurgh	Dunsley	1	geld	This holding is not recorded in the main text.	-
16280	17825	YS	"SN,L6"	Count of Mortain	North Riding	Langbaurgh	Hutton [Mulgrave]	3	geld		5N2
16300	17825	YS	"SN,L6"	Count of Mortain	North Riding	Langbaurgh	Egton	3	geld		5N3
16320	17826	YS	"SN,L7"	Count of Mortain	North Riding	Langbaurgh	[Mul]grave [Castle]	6	geld		5N4
16340	17826	YS	"SN,L7"	King William	North Riding	Langbaurgh	[East and West] Barnby	4	geld	This holding is not recorded in the main text.	-
16360	17826	YS	"SN,L7"	Count of Mortain	North Riding	Langbaurgh	Goldsborough	2	geld		5N5
16380	17827	YS	"SN,L8"	Count of Mortain	North Riding	Langbaurgh	Ellerby	6	geld		5N6
16400	17827	YS	"SN,L8"	Count of Mortain	North Riding	Langbaurgh	Mickleby	4	geld		5N7
16420	17827	YS	"SN,L8"	Count of Mortain	North Riding	Langbaurgh	Newton [Mulgrave]	3	geld		5N8
16440	17828	YS	"SN,L9"	Count of Mortain	North Riding	Langbaurgh	{Grimesbi}	2	geld		5N10
16460	17828	YS	"SN,L9"	Count of Mortain	North Riding	Langbaurgh	Borrowby	5	geld		5N8
16480	17828	YS	"SN,L9"	Count of Mortain	North Riding	Langbaurgh	Roxby	3	geld	6 carucates with Borrowby in the main text.	5N8
16500	17828	YS	"SN,L9"	King William	North Riding	Langbaurgh	Roxby	1	geld		1N2
16520	17829	YS	"SN,L10"	King William	North Riding	Langbaurgh	Ugthorpe	4	geld		1N3
16540	17829	YS	"SN,L10"	Earl Hugh	North Riding	Langbaurgh	`Roskelthorpe'	1	geld		4N2
16560	17829	YS	"SN,L10"	Count of Mortain	North Riding	Langbaurgh	Aislaby	3	geld		5N9
16580	17830	YS	"SN,L11"	William of Percy	North Riding	Langbaurgh	{Arnodestorp}	1.25	geld		13N3
16600	17830	YS	"SN,L11"	William of Percy	North Riding	Langbaurgh	Hinderwell	4.75	geld		13N2
16620	17831	YS	"SN,L12"	Earl Hugh	North Riding	Langbaurgh	Hinderwell	1.25	geld		4N2
16660	17831	YS	"SN,L12"	Count of Mortain	North Riding	Langbaurgh	Seaton [Hall]	3	geld		5N11
16680	17831	YS	"SN,L12"	King William	North Riding	Langbaurgh	[Old] Boulby	1	geld		1N4
16700	17831	YS	"SN,L12"	Earl Hugh	North Riding	Langbaurgh	[Old] Boulby	2	geld		4N2
16720	17832	YS	"SN,L13"	Earl Hugh	North Riding	Langbaurgh	Easington	8	geld		4N2
16740	17832	YS	"SN,L13"	Earl Hugh	North Riding	Langbaurgh	Liverton	6	geld		4N2
16760	17832	YS	"SN,L13"	Earl Hugh	North Riding	Langbaurgh	[South] Loftus	4	geld		4N2
16780	17833	YS	"SN,L14"	King William	North Riding	Langbaurgh	Loftus	4	geld		1N5
16800	17833	YS	"SN,L14"	Hugh son of Baldric	North Riding	Langbaurgh	Crunkly [Gill]	12	geld		23N34
16820	17833	YS	"SN,L14"	Hugh son of Baldric	North Riding	Langbaurgh	Lealholm		recorded elsewhere		23N18
16840	17833	YS	"SN,L14"	Hugh son of Baldric	North Riding	Langbaurgh	Danby		recorded elsewhere		23N18
16860	17834	YS	"SN,L15"	Count of Mortain	North Riding	Langbaurgh	`Stainton'	0.87	geld		5N12
16880	17834	YS	"SN,L15"	King William	North Riding	Langbaurgh	`Stainton'	0.12	geld		1N6
16900	17834	YS	"SN,L15"	Count of Mortain	North Riding	Langbaurgh	Moorsholm	3.5	geld		5N13
16920	17834	YS	"SN,L15"	King William	North Riding	Langbaurgh	Moorsholm	0.5	geld		1N7
16940	17835	YS	"SN,L16"	Count of Mortain	North Riding	Langbaurgh	[Little] Moorsholm	1	geld		5N14
16960	17835	YS	"SN,L16"	Count of Mortain	North Riding	Langbaurgh	[Kilton] Thorpe	1.5	geld		5N15
16980	17835	YS	"SN,L16"	King William	North Riding	Langbaurgh	[Kilton] Thorpe	2.5	geld		1N8
17000	17836	YS	"SN,L17"	Count of Mortain	North Riding	Langbaurgh	Kilton	1	geld		5N16
17020	17836	YS	"SN,L17"	King William	North Riding	Langbaurgh	Kilton	3	geld		1N9
17040	17836	YS	"SN,L17"	Count of Mortain	North Riding	Langbaurgh	Brotton	12	geld		5N17
17060	17836	YS	"SN,L17"	Count of Mortain	North Riding	Langbaurgh	Skelton	13	geld		5N18
17080	17837	YS	"SN,L18"	Count of Mortain	North Riding	Langbaurgh	Guisborough	25	geld		5N19
17100	17837	YS	"SN,L18"	Count of Mortain	North Riding	Langbaurgh	`Middleton'		recorded elsewhere		5N19
17120	17837	YS	"SN,L18"	Count of Mortain	North Riding	Langbaurgh	Hutton [Lowcross]		recorded elsewhere		5N19
17140	17837	YS	"SN,L18"	King William	North Riding	Langbaurgh	Hutton [Lowcross]	1	geld	This holding is not apparently recorded in the main text.	-
17160	17838	YS	"SN,L19"	Robert Malet	North Riding	Langbaurgh	Hutton [Lowcross]	3.25	geld	This holding is not apparently recorded in the main text.	-
17180	17838	YS	"SN,L19"	Earl Hugh	North Riding	Langbaurgh	Hutton [Lowcross]	0.75	geld	This holding is not apparently recorded in the main text.	-
17220	17838	YS	"SN,L19"	Earl Hugh	North Riding	Langbaurgh	Rawcliff [Banks]	2	geld		4N2
17240	17839	YS	"SN,L20"	Count of Mortain	North Riding	Langbaurgh	Tocketts [Farm]	2	geld		5N20
17260	17839	YS	"SN,L20"	King William	North Riding	Langbaurgh	Thornton [Fields]	2	geld		1N11
17280	17839	YS	"SN,L20"	Earl Hugh	North Riding	Langbaurgh	Upleatham	10	geld		4N2
17300	17840	YS	"SN,L21"	Count of Mortain	North Riding	Langbaurgh	Marske [by the Sea]	10	geld		5N17
17320	17840	YS	"SN,L21"	William of Percy	North Riding	Langbaurgh	Marske [by the Sea]	8	geld		13N4
17340	17840	YS	"SN,L21"	Earl Hugh	North Riding	Langbaurgh	Marske [by the Sea]	2	geld		4N2
17360	17840	YS	"SN,L21"	King William	North Riding	Langbaurgh	Kirkleatham	3	geld		1N12
17380	17841	YS	"SN,L22"	William of Percy	North Riding	Langbaurgh	Kirkleatham	4	geld		13N5
17400	17841	YS	"SN,L22"	Earl Hugh	North Riding	Langbaurgh	Kirkleatham	2	geld		4N2
17420	17841	YS	"SN,L22"	Count of Mortain	North Riding	Langbaurgh	Kirkleatham	9	geld		5N21
17440	17841	YS	"SN,L22"	King William	North Riding	Langbaurgh	Wilton	4.5	geld	"Part of Wilton is combined with Lazenby (29N2) in the main text but the total for both places combined (8.25 carucates) is the same: see also 1N13 and SN,L23."	29N1-2
17460	17842	YS	"SN,L23"	Count of Mortain	North Riding	Langbaurgh	Wilton	4.5	geld		5N22
17480	17842	YS	"SN,L23"	King William	North Riding	Langbaurgh	Lazenby	3.75	geld		1N13
17500	17842	YS	"SN,L23"	Earl Hugh	North Riding	Langbaurgh	Lazenby	0.5	geld		4N2
17520	17843	YS	"SN,L24"	Earl Hugh	North Riding	Langbaurgh	Lackenby	1.62	geld		4N2
17540	17843	YS	"SN,L24"	Count of Mortain	North Riding	Langbaurgh	Lackenby	2	geld		5N23
17560	17843	YS	"SN,L24"	Count of Mortain	North Riding	Langbaurgh	Eston	9	geld		5N24
17580	17844	YS	"SN,L25"	Count of Mortain	North Riding	Langbaurgh	Normanby	7	geld		5N25
17600	17844	YS	"SN,L25"	Robert Malet	North Riding	Langbaurgh	Normanby	0.5	geld		11N2
17620	17844	YS	"SN,L25"	William of Percy	North Riding	Langbaurgh	Normanby	0.5	geld		13N6
17640	17845	YS	"SN,L26"	King William	North Riding	Langbaurgh	Ormesby	12	geld		29N3
17660	17845	YS	"SN,L26"	King William	North Riding	Langbaurgh	Upsall [Hall]	4	geld		1N14
