seq_num,anc_cnty,anc_par,par_flag,wheat,barley,oats,b_and_o,potatoes,peas,beans,p_and_b,turnips,rape,t_or_r,rye,oth_crop,other,oth_crop_2,other_2,notes
273,CAMBRIDGESHIRE,HORSEHEATH,,190,240,156,,4,86,50,,41,,,,,,,,
274,CAMBRIDGESHIRE,IMPINGTON,,131,93,12,,,36,20,,,,,15,PEAS AND OATS,31,,,
275,CAMBRIDGESHIRE,LANDBEACH,,312.5,156.5,,,,,,,,,,,"OATS, PEAS AND BEANS",156.5,,,
276,CAMBRIDGESHIRE,LEVERINGTON,,725,20,2158,,108,,100,,,,,,HEMP,20,RAPE AND MUSTARD,140,
277,CAMBRIDGESHIRE,LITTLE GRANSDEN,,280,184,300,,6,,,144,3,,,,,,,,
278,CAMBRIDGESHIRE,LITTLEPORT,,550.5,284,3973.5,,57.5,,124.5,,,,46.75,,HEMP,8,MUSTARD,11,
279,CAMBRIDGESHIRE,LONGSTANTON,,150,40,2,,,10,80,,,,2,1,,,,,
280,CAMBRIDGESHIRE,LONGSTOWE,,162,194,198,,7,33,42,,,,40,,,,,,
281,CAMBRIDGESHIRE,MADINGLEY,,160,166,120,,5,102,48,,,,,5,,,,,
282,CAMBRIDGESHIRE,MELBOURN,,317,312,287,,,186,,,,,21,68,,,,,
283,CAMBRIDGESHIRE,MELDRETH,,229,240,174,,,131,7,,,,2,9,,,,,
284,CAMBRIDGESHIRE,PARSON DROVE,,275,,1022,,24,,,,,,,,COLESEED,213,,,
285,CAMBRIDGESHIRE,PAPWORTH EVERARD,,150,150,150,,,,,150,,,,,,,,,
286,CAMBRIDGESHIRE,SHUDY CAMPS,,230,225,210,,1,67,45,,,,8,1.5,,,,,
287,CAMBRIDGESHIRE,STETCHWORTH,,300,340,200,,2,10,,,,,,10,,,,,
288,CAMBRIDGESHIRE,STUNTNEY,,50,19,260,,,,19,,,,10,,,,,,
289,CAMBRIDGESHIRE,SWAFFHAM PRIOR,,704,663,116,,,66,,,,,,46,,,,,
290,CAMBRIDGESHIRE,SWAVESEY,,,,,,,,,,,,,,,,,,NO FIGURES
291,CAMBRIDGESHIRE,TADLOW,,216,101,221,,,,,37,,,8,,,,,,
292,CAMBRIDGESHIRE,TEVERSHAM,,217,182,31,,,41.5,,,,,5,,,,,,
293,CAMBRIDGESHIRE,TOFT,,168,162,196,,,,,142,,,,8,COLESEED,3,,,
294,CAMBRIDGESHIRE,TRUMPINGTON,,269.25,279.25,77,,1.5,86.75,,,70,,,76,,,,,
295,CAMBRIDGESHIRE,TYDD ST GILES,,330,4.5,969,,14,,1,,29,,,,,,,,
296,CAMBRIDGESHIRE,WATERBEACH,,210,203,228,,26,15,96,,,,46,8,,,,,
297,CAMBRIDGESHIRE,WEST WICKHAM,,228,259,212,,,66,,,,,20,9,,,,,
298,CAMBRIDGESHIRE,WEST WRATTING,,383,492,365,,,125,9,,120,,,11,,,,,
299,CAMBRIDGESHIRE,WESTON COLVILLE,,424,493,150,,,100,,,178,,,10,,,,,
300,CAMBRIDGESHIRE,WHITTLESFORD,,200,426,60,,2,122,,,,,31,90,,,,,
301,CAMBRIDGESHIRE,WIMPOLE,,252,147,80,,24,,,116,,,30,,,,,,
302,CAMBRIDGESHIRE,WISBECH SS. MARY AND PETER,,1147,108,3340,,90,,140,,,,1164,,,,,,
303,CHESHIRE,ALDFORD,,211,109,201,,19,23,0.25,,,,,,,,,,
304,CHESHIRE,ASHTON UPON MERSEY,,160.25,41.5,153.75,,151,,,,,,,,,,,,
305,CHESHIRE,ASTBURY,,400,70,700,,50,,,,,,,,,,,,
306,CHESHIRE,BACKFORD (CHESHIRE ACRES),,71.75,5.25,60.25,,55,,,,,,,,PEAS AND VETCHES,2.75,,,
307,CHESHIRE,BACKFORD (STATUTE ACRES),,79,3,23.5,,3.5,,,,,,,,PEAS AND VETCHES,7,,,
308,CHESHIRE,BADDILEY (STATUTE),,134.5,19.75,154,,10,,,,,,5,,,,,,
309,CHESHIRE,BARROW,,261,83,316,,100,,,,,,,,,,,,
310,CHESHIRE,BIRKENHEAD,,72,4,32,,2,,2,,,,,,,,,,
311,CHESHIRE,BROMBOROUGH (CHESHIRE),,98,18,117,,27,,,,,,,,,,,,
312,CHESHIRE,BROMBOROUGH (STATUTE),,207,38,247,,57,,,,,,,,,,,,
313,CHESHIRE,CHESTER HOLY TRINITY,,29,1,17,,3.5,,,,,,,,,,,,
314,CHESHIRE,CHESTER ST JOHN,,,3,4,,12,,,,,,,,,,,,
315,CHESHIRE,CHRISLETON (STATUTE),,299,55.5,464.75,,106.25,,5.5,,,,7.5,,,,,,
316,CHESHIRE,CHURCH LAWTON,,109,16,167,,16,,,,,,,,,,,,
317,CHESHIRE,CHURCH MINSHULL,,122.25,2.5,202.5,,,,,,,,,,,,,,
318,CHESHIRE,COPPENHALL,,207.5,,271.25,,10,,,,,,3,,,,,,
319,CHESHIRE,ECCLESTON (STATUTE),,157,14,184,,9,3,2,,,,5,,,,,,
320,CHESHIRE,GAWSWORTH,,96,69,647,,41,,,,13,,,,,,,,
321,CHESHIRE,GUILDEN SUTTON (STATUTE),,43,28,151,,8.25,,,,,,,,,,,,
322,CHESHIRE,MOBBERLEY (STATUTE),,359,34.5,566.5,,51.25,,3.5,,4.5,,,,,,,,
323,CHESHIRE,NANTWICH,,171,13,232.25,,,,,,,,,,,,,,
324,CHESHIRE,NORTHENDEN (STATUTE),,264,5,273.5,,63,5,7,,3,,,,,,,,
325,CHESHIRE,OVER,,180,18,230,,18,,,,,,,,,,,,
326,CHESHIRE,OVERCHURCH,,42,2,36,,3,,,,,,,,,,,,
327,CHESHIRE,PLEMSTALL (STATUTE),,149,21.25,251.25,,42,,1.25,,,,,,,,,,
328,CHESHIRE,PULFORD (STATUTE),,222,9,242,,,24,,,,,,,,,,,
329,CHESHIRE,STOCKPORT (STATUTE),,702,53,1493,,202,,,,,,,,,,,,
330,CHESHIRE,TATTENHALL,,126,12,157,,25,2,2,,,,1,,,,,,
331,CHESHIRE,TAXAL,,8,12,180,,14,,,,,,,,,,,,
332,CHESHIRE,THURSTASTON (CHESHIRE),,42.5,8.75,52.75,,5.75,,,,,,,,,,,,
333,CHESHIRE,WARMINGHAM,,375,,520,,50,,,,,,8,,RYE AND BARLEY,11,,,
334,CHESHIRE,WEST KIRBY,,355,85,272,,95,,,,,,,,,,,,
335,CHESHIRE,WILMSLOW,,540,50,554,,66,,7,,,,,,,,,,
336,CHESHIRE,WOODCHURCH,,282.5,19.25,239.5,,20,,,,,,,,,,,,
337,CORNWALL,ALTARNUN,,199,73.5,407.5,,100,1,1,,,,50,,,,,,
338,CORNWALL,ANTONY,,300,319,81,,100,,,,110,,,,,,,,
339,CORNWALL,BLISLAND,,105.5,96.5,146.5,,17.75,,,,15,,,,,,,,
340,CORNWALL,BOTUSFLEMING,,64,97,17,,8,,,,36.5,,,,,,,,
341,CORNWALL,BUDOCK,,185.5,210,172,,76,,,,63,,,,,,,,
342,CORNWALL,CALSTOCK,,164,216,124,,38,,,,32,,,,,,,,
343,CORNWALL,CAMBORNE,,259,309.25,213.5,,64.75,,,,11.5,,,,,,,,
344,CORNWALL,CARDINGHAM,,220,106,260,,32,0.5,,,120,,,,,,,,
345,CORNWALL,COLAN,,161,121,73,,5,0.5,,,13,,,,,,,,
346,CORNWALL,CRANTOCK,,277,281,4,,3,,,,,,20,,,,,,
347,CORNWALL,CREED,,193,177,89,,12,,,,,,41,,,,,,
348,CORNWALL,CUBY,,151,112,56,,53,,,,,,29,,,,,,
349,CORNWALL,DULOE,,360,397,287,,14,,,,,,189,,,,,,
350,CORNWALL,EGLOSHAYLE,,407,393,48,,,,,,30,,,,,,,,
351,CORNWALL,EGLOSKERRY,,85,50,193,,11,,,,,,9,,,,,,
352,CORNWALL,FALMOUTH,,21,21.75,0.75,,4,,,,,,,,,,,,
353,CORNWALL,FEOCK,,180,105,113,,20,,,,,,,,,,,,
354,CORNWALL,FORRABURY,,,,,,,,,,,,,,,,,,SEE MINSTER
355,CORNWALL,FOWEY,,191,171.25,47,,9,6,,,35.25,,,,,,,,
356,CORNWALL,GRADE,,95.5,115,35.25,,8.5,,,,,,1.5,,,,,,
357,CORNWALL,GULVAL,,125,187,91,,104,,,,,,2,,,,,,
358,CORNWALL,GWENNAP,,141.25,86.75,297.75,,73.5,,,,,,43.5,,,,,,
359,CORNWALL,GWINEAR,,221,238,55,,25,,,,10,,,,,,,,
360,CORNWALL,ILLOGAN,,268.25,202.25,391.75,,119.75,,,,28,,,,,,,,
361,CORNWALL,LAMORRAN,,106,61,54,,4,,,,11,,,,,,,,
362,CORNWALL,LANDEWEDNACK,,94,105,21,,7,,,,,,,,,,,,
363,CORNWALL,LANDRAKE,,216,345,52,,20,,,,108,,,,,,,,
364,CORNWALL,LANDULPH,,121,171,47,,30,2,,,,,67.5,,,,,,
365,CORNWALL,LANEAST,,35,5,165,,10,,,,,,10,,,,,,
366,CORNWALL,LANIVET,,268.25,276.5,266,,135,,,,,,31.5,,,,,,
367,CORNWALL,LANLIVERY,,215,159,290,,20,2,1,,,,55,,,,,,
368,CORNWALL,LANREATH,,312,268,172,,13,,,,,,117,,,,,,
369,CORNWALL,LANSALLOS,,310,300,93,,12,,,,75,,,,,,,,
370,CORNWALL,LANTEGLOS,,293,323,27.5,,8.5,,,,,,36,,,,,,
371,CORNWALL,LAUNCESTON,,59,62,46,,18,,,,7.5,,,,,,,,
372,CORNWALL,LAWHITTON,,157,135.75,122,,10.5,,,,,,51.25,,,,,,
373,CORNWALL,LESNEWTH,,63,30,73,,41.5,,,,4,,,,,,,,
374,CORNWALL,LEWANNICK,,147,59,245,,27,,,,37,,,,,,,,
375,CORNWALL,LEZANT,,214.5,246,213,,21,,,,61,,,,,,,,
376,CORNWALL,LINKINHORNE,,215.5,193,256,,50,,,,90,,,,,,,,
377,CORNWALL,LISKEARD,,369.5,538,375,,90,,,,275.75,,,,,,,,
378,CORNWALL,MABE,,41,61,97,,64,,,,13,,,,,,,,
379,CORNWALL,MANACCAN,,154,151,80,,14,,,,,,6,,,,,,
380,CORNWALL,MARHAMCHURCH,,188,160,150,,12,7,,,10,,,,,,,,
381,CORNWALL,MAWGAN AND ST MARTIN-IN-MENEAGE,,335.25,359.75,371,,28.5,,,,27,,,,,,,,
382,CORNWALL,MAWNAN,,133.75,109.5,53,,41.25,,,,21,,,,,,,,
383,CORNWALL,MENHENIOT,,452,660,243,,43.25,,,,254.25,,,,,,,,
384,CORNWALL,MEVAGISSEY,,115,112,21,,11,,,,,,,,,,,,POTATOES STATES BETWEEN 10-12
385,CORNWALL,MINSTER AND FORRABURY,,100,70,105,,15,,,,4,,,,,,,,
386,CORNWALL,MOORWENSTOW,,345,206,368,,33,1,,,101,,,,,,,,
387,CORNWALL,MULLION,,180,215,34,,12.5,,,,,,7.5,,,,,,
388,CORNWALL,MYLOR,,214.75,168.5,81.75,,21.75,,,,22.25,,,,,,,,
389,CORNWALL,NORTH HILL,,212.25,188.25,322.75,,32,,,,38,,,,,,,,
390,CORNWALL,OTTERHAM,,146.5,7,147,,7.5,,,,,,2.5,,,,,,
391,CORNWALL,PADSTOW,,300,240,60,,10,,,,,,20,,,,,,
392,CORNWALL,PAUL,,140,180,50,,126,,,,12,,,,,,,,
393,CORNWALL,PELYNT,,350,300,350,,50,2,,,200,,,,,,,,
394,CORNWALL,PERRANARWORTHAL,,,,,,,,,,,,,,,,,,SEE STITHIANS
395,CORNWALL,PERRANUTHNOE,,84,116,5,,22,,,,14,,,,,,,,
396,CORNWALL,PHILLEIGH,,145,150,42,,49,,,,,,45,,,,,,
397,CORNWALL,PILLATON,,149,142,100,,17,,,,,,52,,,,,,
398,CORNWALL,POUGHILL,,131,144,91,,6,6,,,,,13,,,,,,
399,CORNWALL,PROBUS,,563.25,473.5,202.5,,25,,,,80,,,,,,,,
400,CORNWALL,QUETHIOCK,,329,400,180,,23,,,,,,153,,,,,,
401,CORNWALL,RAME,,58,102,7,,8,,,,16,,,,,,,,
402,CORNWALL,RUANLANIHORNE,,223.25,215.75,18,,15.5,,,,39.25,,,,,,,,
403,CORNWALL,RUAN MAJOR,,75.5,64,26.5,,4,,,,,,,,,,,,
404,CORNWALL,RUAN MINOR,,34.5,47.25,14.75,,2.75,,,,0.5,,,,,,,,
405,CORNWALL,ST ALLEN,,267.25,163,187.75,,6.5,,,,10.75,,,,,,,,
406,CORNWALL,ST ANTHONY IN MENEAGE,,130,132,46,,12,1,,,,,8,,,,,,
407,CORNWALL,ST BREOCK,,600,500,100,,15,4,,,,,40,,,,,,
408,CORNWALL,ST BREWARD,,92,84,116,,20,,,,,,,,,,,,
409,CORNWALL,ST CLEER,,251,265,272,,30,,,,,,,,,,,,
410,CORNWALL,ST CLEMENT,,258,213,139,,7.5,,,,,,33,,,,,,POTATOES STATES BETWEEN 7-8
411,CORNWALL,ST CLETHER,,146,2,96,,20,,,,,,20,,,,,,
412,CORNWALL,ST COLUMB MAJOR,,436.25,289.5,282.5,,18.5,,,,,,72,,,,,,
413,CORNWALL,ST COLUMB MINOR,,427,426,84,,11,1.5,,,,,46,,,,,,
414,CORNWALL,ST DOMINICK,,181,230,110,,22,,,,25,,,,,,,,
415,CORNWALL,ST ENDELLION,,387,344,47,,3,,,,,,,,,,,,
416,CORNWALL,ST ERVAN,,264,220,54,,10,,,,20,,,,,,,,
417,CORNWALL,ST EVAL,,255,236,87,,8,6,,,30,,,,,,,,
418,CORNWALL,ST EWE,,337,317,196,,16,,,,,,60,,,,,,
419,CORNWALL,ST GERMANS,,760,1000,350,,50,,,,250,,,,,,,,
420,CORNWALL,ST GLUVIAS,,94,131.25,114,,100.25,,,,25,,,,,,,,
421,CORNWALL,ST GORAN,,334,444,66,,26,,,,,,52,,,,,,
422,CORNWALL,ST HILARY,,211,205,46,,22,,,,12,,,,,,,,
423,CORNWALL,ST ISSEY,,428,355,54,,11,,,,,,36,,,,,,
424,CORNWALL,ST IVE,,262,240,384,,16,,,,,,137,,,,,,
425,CORNWALL,ST JUST-IN-PENWITH,,196,404,83,,159,,,,,,1.25,,,,,,
426,CORNWALL,ST JUST-IN-ROSELAND,,264,270,32,,36,1,,,35,,,,,,,,
427,CORNWALL,ST KEW,,789,715.25,183.5,,37.5,,,,10.5,,,,,,,,
428,CORNWALL,ST KEYNE,,80,82,74.5,,5.5,,,,,,39.75,,,,,,
429,CORNWALL,ST MABYN,,350,350,60,,20,,,,30,,,,,,,,
430,CORNWALL,ST MARTIN (NEAR LOOE),,296.5,355,111.5,,16.25,,,,133.5,,,,,,,,
431,CORNWALL,ST MARTIN-IN-MENEAGE,,,,,,,,,,,,,,,,,,SEE MAWGAN
432,CORNWALL,ST MELLION,,110,150,70,,15,,,,20,,,,,,,,
433,CORNWALL,ST MINVER,,742,721.5,87.25,,,,,,,,,,,,,,
434,CORNWALL,ST PINNOCK,,192.5,154.25,231,,7,,,,,,75,,,,,,
435,CORNWALL,ST SAMPSON,,,,,,,,,,,,,,,,,,SEE TWYARDREATH
436,CORNWALL,ST STEPHENS BY LAUNCESTON,,195,220,326,,20,,,,,,30,,,,,,
437,CORNWALL,ST STEPHENS (BY SALTASH),,492,538,167,,97,,,,154,,,,,,,,
438,CORNWALL,ST TEATH,,230,194,268,,25,,,,18,,,,,,,,
439,CORNWALL,ST VEEP,,261,254,28,,12,,,,62,,,,,,,,
440,CORNWALL,SHEVIOCK,,188,211,69,,38,,,,67,,,,,,,,
441,CORNWALL,SITHNEY,,1100,1100,600,,175,,,,5,,,,,,,,
442,CORNWALL,SOUTH HILL,,160.5,187,225.25,,21.75,,,,68.5,,,,,,,,
443,CORNWALL,SOUTH PETHERWIN,,337,191.5,324.25,,37.5,,,,54.5,,,,,,,,
444,CORNWALL,STITHIANS AND PERRANARWORTHAL,,164,160,323,,90,,,,22,,,,,,,,
445,CORNWALL,STOKECLIMSLAND,,370.75,470,365,,49.5,,,,102,,,,,,,,
446,CORNWALL,STRATTON,,204,219,117,,11,4,,,,,9,,,,,,
447,CORNWALL,TINTAGEL,,148.75,209.75,80.5,,14.25,,,,,,3,,,,,,
448,CORNWALL,TREMAINE,,35,4,75,,3,3,,,,,7,,,,,,
449,CORNWALL,TRENEGLOS AND WARBSTOW,,204.5,25,164,,11,,,,,,7,,,,,,
450,CORNWALL,TREWEN,,48.5,29,80.25,,7.25,,,,,,,,,,,,
451,CORNWALL,TRURO ST MARY,,,,,,,,,,,,,,,,,,NO FIGURES
452,CORNWALL,TYWARDREATH AND ST SAMPSON,,363,377,133,,31,,,,,,100,,,,,,
453,CORNWALL,VERYAN,,497.25,519.75,72.5,,54.5,,,,88.5,,,,,,,,
454,CORNWALL,WARBSTOW,,,,,,,,,,,,,,,,,,SEE TRENEGLOS
455,CORNWALL,WEEK ST MARY,,244,86,300,,21,4,,,,,8,,,,,,
456,CORNWALL,WHITSTONE,,140,66,160,,10,1,1,,,,10,,,,,,
457,CORNWALL,WITHIEL,,162,155,100,,12,,,,,,13,,,,,,
458,CORNWALL,ZENNOR,,60,150,30,,26,,,,,,,,,,,,
459,CUMBERLAND,AINSTABLE,,51,181,354.25,,48,45.25,,,,,154.25,45.5,,,,,
460,CUMBERLAND,ALLHALLOWS,,57,61.5,153,,10,6.25,,,,,8,,,,,,
461,CUMBERLAND,ALSTON (I.E ALSTON WITH GARRIGILL),,,3,15,,18,,,,,,0.25,,,,,,
462,CUMBERLAND,ARTHURET,,180.5,475,2230.5,,242.5,40.5,5,,,,243,5.5,,,,,
463,CUMBERLAND,ASPATRIA,,260,325,1040,,104,2,1,,46,,,1,,,,,
464,CUMBERLAND,BASSENTHWAITE,,64,177.25,526,,32,22,,,,,56,,,,,,
465,CUMBERLAND,BEAUMONT,,90,158,305,,47,17,5,,28,,,1,,,,,
466,CUMBERLAND,BEWCASTLE,,2.5,117,546.25,,96,24.75,6,,,,19.5,,,10,,,CROP NAME ILLEGIBLE
467,CUMBERLAND,BOLTON,,160,100,800,,30,40,,,20,,,,,,,,
468,CUMBERLAND,BOWNESS,,219.25,350.25,782.75,,94,51,58.5,,27.5,,,5.5,,,,,
469,CUMBERLAND,BRAMPTON,,210,467,861,,169,36,2,,424,,,70,,,,,
470,CUMBERLAND,BRIGHAM,,53.25,142.5,473,,67.25,2.75,0.5,,,,40.25,,,,,,
471,CUMBERLAND,BROMFIELD,,472,722,1376,,121,41,6,,,,66,12,,,,,
472,CUMBERLAND,BURGH BY SANDS,,139,271,464,,82,11,27,,,,53,6,,,,,
473,CUMBERLAND,CALDBECK,,25,152.75,690.75,,64.75,13,,,,,47.5,,,,,,
474,CUMBERLAND,CAMERTON,,68.5,69.5,231.5,,27,3.5,,,,,11,,,,,,
475,CUMBERLAND,CASTLE CARROCK,,3.5,79.75,156,,18.75,12.75,,,,,55.5,3,,,,,
476,CUMBERLAND,CASTLE SOWERBY,,451.75,205.25,1421.5,,66.5,158.5,0.5,,,,104.5,1,,,,,
477,CUMBERLAND,CORNEY,,55,55,450,,15,,5,,15,,,,,,,,
478,CUMBERLAND,CROGLIN,,1.5,91.5,178.75,,27.5,10,,,31.75,,,1,,,,,
479,CUMBERLAND,CROSBY (I.E.CROSBY UPON EDEN),,133.75,191.75,459.5,,49.25,37,14,,84.5,,,5,,,,,
480,CUMBERLAND,CROSSCANONBY,,110.5,114,323,,89.5,7,,,,,27,6,,,,,
481,CUMBERLAND,CULGAITH,,50,89,310,,53,2,,,,,73,13,,,,,
482,CUMBERLAND,CUMREW,,8,88,196,,16,18,,,,,78,1.5,,,,,
483,CUMBERLAND,CUMWHITTON,,90,176,466,,42,20,,,151,,,137,,,,,
484,CUMBERLAND,DACRE,,109,227,364,,43,27,6,,75,,,69,,,,,
485,CUMBERLAND,DALSTON,,224,427,905.75,,89,51.25,7,,227.25,,,5,,,,,
486,CUMBERLAND,DEARHAM,,130,90,400,,60,20,,,,,20,,,,,,
487,CUMBERLAND,DRIGG,,30,110,250,,30,,,,,,16,,,,,,
488,CUMBERLAND,FARLAM,,33,138,353,,37,5,,,,,73,2,,,,,
489,CUMBERLAND,FLIMBY,,60,50,142,,30,7,,,,,4,3,,,,,
490,CUMBERLAND,GILCRUX,,60,50,200,,40,,,,,,30,,,,,,
491,CUMBERLAND,GOSFORTH,,64,169,502,,66,2,,,14,,,,,,,,
492,CUMBERLAND,GREAT SALKELD,,30,102,163,,28,8,,,,,79,67,,,,,
493,CUMBERLAND,GREYSTOKE,,30,190,940,,35,4,,,20,1,,5,,,,,
494,CUMBERLAND,GRINSDALE,,24.5,44.5,57.5,,15.5,4,,,8.75,,,0.5,,,,,
495,CUMBERLAND,HARRINGTON,,62,68,400,,36,3.5,,,,,4,,,,,,
496,CUMBERLAND,HAYTON,,187,341,562,,107,28,,,291,,,88,,,,,
497,CUMBERLAND,HESKET IN THE FOREST,,310,650,1616,,147,128,17,,,,460,40,,,,,
498,CUMBERLAND,HUTTON IN THE FOREST,,40,100,280,,35,20,,,,,30,,,,,,
499,CUMBERLAND,IREBY,,34,44,390,,33,2,1,,,,22,,,,,,
500,CUMBERLAND,IRTHINGTON,,192.25,413.25,1348.5,,173.5,33,14.5,282,,,,67.75,,,,,
501,CUMBERLAND,IRTON,,31,123,338,,40,,6,,,,20,,,,,,
502,CUMBERLAND,ISELL,,28,63,431,,29,4,,,,,62,,,,,,
503,CUMBERLAND,KIRKANDREWS ON ESK,,163.5,352.75,1829.25,,242.5,39.5,5.5,,,,100.5,4.5,,,,,
504,CUMBERLAND,KIRKBRIDE,,23,90,160,,15,6,7,4,,,,,,,,,
505,CUMBERLAND,KIRKLAND,,63,157,633,,82,4,,,,,128,14,,,,,
506,CUMBERLAND,KIRKLINTON,,253.5,627,1751,,214,120.75,,,,,186.5,13,,,,,
507,CUMBERLAND,KIRKOSWALD,,114,267,725,,60,20,,,,,277,46,,,,,
508,CUMBERLAND,LAMPLOUGH,,10,59,439,,55,1,,,,,14,,,,,,
509,CUMBERLAND,LANERCOST,,139,285,737,,122,30,8,,,,93,1,,,,,
510,CUMBERLAND,LAZONBY,,16.5,191,423,,48.5,10,,,,,152.5,81.5,,,,,
511,CUMBERLAND,MELMERBY,,,94,210,,23.5,1.5,,,,,40,4,,,,,
512,CUMBERLAND,MORESBY,,28,51,284,,40,1,1,,,,2,,,,,,
513,CUMBERLAND,MOSSER,,9.5,65,319,,30.75,3.75,0.25,,,,9.75,,,,,,
514,CUMBERLAND,MUNCASTER,,27,83.25,295,,27,1,9,,,,36.25,,,,,,
515,CUMBERLAND,NETHER DENTON,,28,102,403,,47,13,,,,,71,4,,,,,
516,CUMBERLAND,NEWTON (IN PONSONBY),,45,81,267,,25,8,,,,,31,2,,,,,
517,CUMBERLAND,ORTON,,184,232,481,,46,24,,,,,46,2,,,,,
518,CUMBERLAND,OUSBY,,,120,290,,40,2,,,,,80,5,,,,,
519,CUMBERLAND,PENRITH ST ANDREWS,,30,73,278,,37,5,2,,,,28,18,,,,,
520,CUMBERLAND,PLUMBLAND,,66,73,440,,19,,,,13,,,,,,,,
521,CUMBERLAND,PONSONBY,,62.5,86,196,,25,,,,,,12.5,,,,,,
522,CUMBERLAND,SCALEBY,,149.5,186.5,561.25,,67.25,59.25,14.5,,65.25,,,17,,,,,
523,CUMBERLAND,SEBERGHAM,,19.5,13.5,820,,48,88,0.5,,,,72,2.5,,,,,
524,CUMBERLAND,SKELTON,,211,199.75,1384.75,,46.75,0.25,,,91.5,,,4,,,,,
525,CUMBERLAND,STANWIX,,320.5,519,896,,150.75,69.5,19.5,,94.5,,,3.75,,,,,
526,CUMBERLAND,STAPLETON,,32,280,1332,,176,,,,,,92,,,,,,
527,CUMBERLAND,THURSBY,,132,210,359,,45,4,,,,,72,1,,,,,
528,CUMBERLAND,TORPENHOW,,94.75,164,622,,57.25,5,,,,,43.5,0.25,,,,,
529,CUMBERLAND,ULDALE,,3.5,44.25,218,,17.5,1,,,,,17,,,,,,
530,CUMBERLAND,UPPER DENTON,,12,39,90,,13,,,,,,,,,,,,
531,CUMBERLAND,WABERTHWAITE,,20,17.5,109.5,,5,,,,,,2,,,,,,
532,CUMBERLAND,WALTON,,106.5,135.5,482.5,,63.5,17.75,12,,64.5,,,5.5,,,,,
533,CUMBERLAND,WARWICK,,32,128.25,223.25,,43.5,24.5,0.75,,150,,,34.5,,,,,
534,CUMBERLAND,WESTWARD,,134,400,666,,45,40,,,,,50,,,,,,
535,CUMBERLAND,WETHERAL,,443,544.5,1254.5,,160,149.75,3,,,,475.75,70.75,,,,,
536,CUMBERLAND,WHICHAM,,54.25,136.75,287.75,,12,0.25,4.75,,,,21.75,,,,,,
537,CUMBERLAND,WHITBECK,,35.5,90,318.5,,16,0.5,3,,26,,,,,,,,
538,CUMBERLAND,WIGTON,,352,512.5,793,,159,36,12,,,,45,14,,,,,
539,CUMBERLAND,WORKINGTON,,113,147,562,,125,20.5,,,69,,,2,,,,,
540,DERBYSHIRE,ALSOP AND EATON,,5,3,85,,4,,,,,,11,,,,,,
541,DERBYSHIRE,ALVASTON AND BOULTON,,160,60,40,,8,,,70,,,,,,,,,
542,DERBYSHIRE,ASTON UPON TRENT,,208,184,159,,12,,61,,,,46,,,,,,
543,DERBYSHIRE,AULT HUCKNALL,,369,85,406,,10,16,,,50,,,,,,,,
544,DERBYSHIRE,BAKEWELL,,266,26,317,,5,12,,,11,,,,,,,,"FULL NAME OF PARISH: BAKEWELL - BASLOW, BUBNELL, CALVER, CURBAR AND FROGGATT (HAMLETS IN PARISH OF BAKEWELL)"
545,DERBYSHIRE,BAKEWELL - BEELEY (HAMLET IN PARISH OF BAKEWELL),,60,8,112,,,,,,,,,,,,,,
546,DERBYSHIRE,"BAKEWELL - CHELMORTON, MONYASH AND TADDINGTON (HAMLETS IN PARISH OF BAKEWELL)",,,,,,,,,,,,,,,,,,NO FIGURES
547,DERBYSHIRE,BALLIDON,,0.5,3,92,,4,,,,32,,,,,,,,
548,DERBYSHIRE,BARLBOROUGH,,450,75,442,,9,28,1,,25,,,3,,,,,
549,DERBYSHIRE,BARLOW,,231,47,276,,5,31,,,50,,,,,,,,
550,DERBYSHIRE,BASLOW,,,,,,,,,,,,,,,,,,SEE BAKEWELL - BASLOW
551,DERBYSHIRE,BEELEY,,,,,,,,,,,,,,,,,,SEE BAKEWELL - BEELEY
552,DERBYSHIRE,BIGGIN,,,,,,,,,,,,,,,,,,SEE HARTINGTON
553,DERBYSHIRE,BLACKWELL,,147.75,76.5,197.5,,3.25,6,,,26,,,,,,,,
554,DERBYSHIRE,BONSALL,,6,,145,,7,,1,,,,10,,,,,,
555,DERBYSHIRE,BOULTON,,,,,,,,,,,,,,,,,,SEE ALVASTON
556,DERBYSHIRE,BRADBOURNE,,26,3,145,,,,1,,3,,,,,,,,
557,DERBYSHIRE,BRAILSFORD,,236,146,335,,6,22,14,,90,,,,,,,,
558,DERBYSHIRE,BRAMPTON,,,,,,,,,,,,,,,,,,NO FIGURES
559,DERBYSHIRE,BRASSINGTON,,7,,118,,4,,,,,,3,,,,,,
560,DERBYSHIRE,BREASTON,,86,71,63,,2,21,15,,11,,,,,,,,
561,DERBYSHIRE,BUBNELL,,,,,,,,,,,,,,,,,,SEE BAKEWELL - BASLOW
562,DERBYSHIRE,BUXTON,,6,1,191,,6,,,,,,14,,,,,,
563,DERBYSHIRE,CALVER,,,,,,,,,,,,,,,,,,SEE BAKEWELL - BASLOW
564,DERBYSHIRE,CAULDWELL,,74,107,87,,13,1,,,,,59,,,,,,
565,DERBYSHIRE,CHADDESDEN,,166,43.5,144,,7,,111.5,,,,5.75,,,,,,
566,DERBYSHIRE,CHELLASTON,,100,50,20,,2.5,,,150,,,,,,,,,
