name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group,metaphone,unique_id,group_id,combined_id,metaphone_id,master_id,unique_treatment,unique_control,group_treatment,group_control,combined_treatment,combined_control,metaphone_treatment,metaphone_control,master_treatment,master_control,unique_control2_group,group_control2_group,combined_control2_group,metaphone_control2_group,master_control2_group
"McDermott, Lucy, 255",Mcdermott,8104.0,0.0,0.0,0.0,0.0,MKTRMT,M2306503,MKTRMT M2306503,8104.0,8104.0,0,0,0,0,MKTRMT,54245,36951,32254,10371,7093,0,0,0,0,0,0,0,0,0,0,,,,,
"McDougall, Robert, 76",Mcdougall,8105.0,0.0,0.0,0.0,0.0,MKTKL,M230204,MKTKL M230204,8105.0,8105.0,0,0,0,0,MKTKL,54246,36952,32255,10372,12015,0,0,0,0,0,0,0,0,0,0,,,,,
"McElney, Wilma, 335",Mcelney,8106.0,0.0,0.0,0.0,0.0,MSLN,M20450,MSLN M20450,8106.0,8106.0,0,0,0,0,MSLN,54247,36953,32256,4572,12016,0,0,0,0,0,0,0,0,0,0,,,,,
"McGowan, Patrick, 9",Mcgowan,13284.0,0.0,0.0,0.0,0.0,MKN,M205,MKN M205,13284.0,13284.0,0,0,0,0,MKN,54248,36954,32257,49,6298,0,0,0,0,0,0,0,0,0,0,,,,,
"McGuirk, Winfred, 232",Mcguirk,13285.0,0.0,0.0,0.0,0.0,MKRK,M2062,MKRK M2062,13285.0,13285.0,0,0,0,0,MKRK,54249,36955,32258,8257,1814,0,0,0,0,0,0,0,0,0,0,,,,,
"McKenna, R., 22",Mckenna,,0.0,0.0,0.0,0.0,MKN,M2050,MKN M2050,12069.0,12069.0,0,0,0,0,MKN,54250,36956,32259,49,6298,0,0,0,0,0,0,0,0,0,0,,,,,
"McKenzie, Gordon, 242; Ian, 338",Mckenzie,13286.0,0.0,0.0,0.0,0.0,MKNS,M20520,MKNS M20520,13286.0,13286.0,0,0,0,0,MKNS,54251,36957,32260,419,6298,0,0,0,0,0,0,0,0,0,0,,,,,
"McKinnon, Graham, 330; Walter, 92",Mckinnon,13287.0,0.0,0.0,0.0,0.0,MKNN,M20505,MKNN M20505,13287.0,13287.0,0,0,0,0,MKNN,54252,36958,32261,10360,6298,0,0,0,0,0,0,0,0,0,0,,,,,
"McLaren, Janet, Victor, 169",Mclaren,8107.0,0.0,0.0,0.0,0.0,MKLRN,M240605,MKLRN M240605,8107.0,8107.0,0,0,0,0,MKLRN,54253,36959,32262,10373,6298,0,0,0,0,0,0,0,0,0,0,,,,,
"McNair, Thomas, 21",Mcnair,8108.0,0.0,0.0,0.0,0.0,MKNR,M2506,MKNR M2506,8108.0,8108.0,0,0,0,0,MKNR,54254,36960,32263,1070,6800,0,0,0,0,0,0,0,0,0,0,,,,,
"McPherson, Jane, 318",Mcpherson,7751.0,0.0,0.0,0.0,0.0,MKFRSN,M2106205,MKFRSN M2106205,7751.0,7751.0,0,0,0,0,MKFRSN,53544,36250,31554,10158,11934,0,0,0,0,0,0,0,0,0,0,,,,,
"Mead, Thelma, 172; Will, 212",Mead,,0.0,0.0,0.0,0.0,MT,M030,MT M030,3063.0,3063.0,0,0,0,0,MT,11289,9928,6802,5530,6802,0,0,0,0,0,0,0,0,0,0,,,,,
"Mearles, William, 291",Mearles,,0.0,0.0,0.0,0.0,MRLS,M06402,MRLS M06402,2988.0,2988.0,0,0,0,0,MRLS,54255,36961,32264,1846,6923,0,0,0,0,0,0,0,0,0,0,,,,,
"Mears Ashby, Hall, Northants., 2",Mears,,0.0,0.0,0.0,0.0,MRS,M062,MRS M062,8694.0,8694.0,0,0,0,0,MRS,10319,9941,6808,5297,6808,0,0,0,0,0,0,0,0,0,0,,,,,
"Medland, 51",Medland,,0.0,0.0,0.0,0.0,MTLNT,M034053,MTLNT M034053,2923.0,2923.0,0,0,0,0,MTLNT,15966,9952,6816,6826,6816,0,0,0,0,0,0,0,0,0,0,,,,,
"Medley, John, 137(2); Margaret, 137",Medley,,0.0,0.0,0.0,0.0,MTL,M0340,MTL M0340,2830.0,2830.0,0,0,0,0,MTL,23625,10022,6866,7977,6866,0,0,0,0,0,0,0,0,0,0,,,,,
"Meire, Barbara, 284",Meire,,0.0,0.0,0.0,0.0,MR,M060,MR M060,2949.0,2949.0,1,1,0,0,MR,54256,36962,32265,2614,6785,0,0,0,0,0,0,0,0,0,0,,,,4.0,
"Meldrum, James, Walter, 56",Meldrum,,0.0,0.0,0.0,0.0,MLTRM,M043605,MLTRM M043605,7744.0,7744.0,0,0,0,0,MLTRM,54257,36963,32266,10151,6613,0,0,0,0,0,0,0,0,0,0,,,,,
"Melhuish, Ann, 261; Catherine, 64; Charles, 43; Eliza, 43, 204; Frank, 11; George, 11(3); Henry, 305; John, 261; Marion, 11; Mary, 64; Phoebe, 261; Thomas, 251(2); Walter, 64",Melhuish,2931.0,0.0,0.0,0.0,0.0,MLX,M04020,MLX M04020,2931.0,2931.0,0,0,0,0,MLX,25975,9971,6830,1525,6830,0,1,0,0,0,0,0,0,0,0,35.0,,,,36.0
"Melita, H.M.S., 301",Melita,13288.0,0.0,0.0,0.0,0.0,MLT,M04030,MLT M04030,13288.0,13288.0,0,0,0,0,MLT,54258,36964,32267,5139,6829,0,0,0,0,0,0,0,0,0,0,,,,,
"Mellowes, Benjamin, 112, 117; Elizabeth, 112, 117",Mellowes,,0.0,0.0,0.0,0.0,MLS,M0402,MLS M0402,3067.0,3067.0,0,0,0,0,MLS,54259,36965,32268,7257,7073,0,0,0,0,0,0,0,0,0,0,,,,,
"Menheneott, Jean, 285",Menheneott,,0.0,0.0,0.0,0.0,MNNT,M050503,MNNT M050503,6982.0,6982.0,0,0,0,0,MNNT,54260,36966,32269,1224,7085,0,0,0,0,0,0,0,0,0,0,,,,,
"Mercer, David, 240; E., 301; J., 72; Mary, William, 158",Mercer,,0.0,0.0,0.0,0.0,MRSR,M06206,MRSR M06206,2861.0,2861.0,0,0,0,0,MRSR,28330,9995,6845,3366,6845,0,0,0,0,0,0,0,0,0,0,,,,,
"Mercer-Cox, J., 249",Mercercox,8109.0,0.0,0.0,0.0,0.0,MRSRKKS,M06206202,MRSRKKS M06206202,8109.0,8109.0,0,0,0,0,MRSRKKS,54261,36967,32270,10374,12017,0,0,0,0,0,0,0,0,0,0,,,,,
"Merchant, Thomas, 331",Merchant,,0.0,0.0,0.0,0.0,MRXNT,M062053,MRXNT M062053,2863.0,2863.0,0,0,0,0,MRXNT,21583,9728,6144,4901,6144,0,0,0,0,0,0,0,0,0,0,,,,,
"Merivale, Merrivale, Elizabeth, J., 55, 130",Merivale,,0.0,0.0,0.0,0.0,MRFL,M0601040,MRFL M0601040,10124.0,10124.0,0,0,0,0,MRFL,32621,9998,6846,128,6846,0,0,0,0,0,0,0,0,0,0,,,,,
"Merson, J., 203",Merson,11059.0,0.0,0.0,0.0,0.0,MRSN,M06205,MRSN M06205,11059.0,11059.0,0,0,0,0,MRSN,7745,9809,6738,1506,6738,0,0,0,0,0,0,0,0,0,0,,,,,
"Messiter, Rhoda, 226",Messiter,13015.0,0.0,0.0,0.0,0.0,MSTR,M020306,MSTR M020306,13015.0,13015.0,0,0,0,0,MSTR,31073,9826,6724,2811,6724,0,0,0,0,0,0,0,0,0,0,,,,,
"Metcalfe, James, 299",Metcalfe,6948.0,0.0,0.0,0.0,0.0,MTKLF,M0320410,MTKLF M0320410,6948.0,6948.0,0,0,0,0,MTKLF,8877,10019,6813,6651,6813,0,0,0,0,0,0,0,0,0,0,,,,,
"Metter, Samuel, 52",Metter,,0.0,0.0,0.0,0.0,MTR,M0306,MTR M0306,3069.0,3069.0,0,0,0,0,MTR,42749,25455,20763,7361,7115,0,0,0,0,0,0,0,0,0,0,,,,,
"Mey, F. de, 19",Mey,2913.0,0.0,0.0,0.0,0.0,M,M000,M M000,2913.0,2913.0,0,0,0,0,M,11194,9957,6145,4770,6145,0,0,0,0,0,0,0,0,0,0,,,,,
"Michell, Anne, Arthur, 302; Catherine, 83",Michell,2963.0,0.0,0.0,0.0,0.0,MXL,M0204,MXL M0204,2963.0,2963.0,0,0,0,0,MXL,20219,10033,6953,2139,6953,0,0,0,0,0,1,0,0,0,0,,,3.0,5.0,6.0
"Michelmore, Fred, Rose, 184",Michelmore,2964.0,0.0,0.0,0.0,0.0,MXLMR,M02045060,MXLMR M02045060,2964.0,2964.0,0,0,0,0,MXLMR,10323,10133,7055,2917,7055,0,0,0,0,0,0,0,0,0,0,,,,,
"Middlehurst, Robert, 210",Middlehurst,8110.0,0.0,0.0,0.0,0.0,MTLHRST,M0340623,MTLHRST M0340623,8110.0,8110.0,0,0,0,0,MTLHRST,10214,10045,6885,1387,6885,0,0,0,0,0,0,0,0,0,0,,,,,
"Middlemist, James, 209",Middlemist,8111.0,0.0,0.0,0.0,0.0,MTLMST,M03405023,MTLMST M03405023,8111.0,8111.0,0,0,0,0,MTLMST,54262,36968,32271,10375,12018,0,0,0,0,0,0,0,0,0,0,,,,,
"Middleton, 226",Middleton,2922.0,0.0,0.0,0.0,0.0,MTLTN,M0340305,MTLTN M0340305,2922.0,2922.0,0,0,0,0,MTLTN,20542,10047,6891,989,6891,0,0,0,0,0,0,0,0,0,0,,,,,
"Milber, 348",Milber,,0.0,0.0,0.0,0.0,MLPR,M04106,MLPR M04106,10023.0,10023.0,0,0,0,0,MLPR,54263,36969,32272,5845,6837,0,0,0,0,0,0,0,0,0,0,,,,,
"Mildmay, Alexander, 162(2); Henry, 111",Mildmay,8112.0,0.0,0.0,0.0,0.0,MLTM,M04350,MLTM M04350,8112.0,8112.0,0,0,0,0,MLTM,22249,10063,6901,1778,6901,0,0,0,0,0,0,0,0,0,0,,,,,
"Mildon, Ellen, Irby, 197",Mildon,3009.0,0.0,0.0,0.0,0.0,MLTN,M04305,MLTN M04305,3009.0,3009.0,0,0,0,0,MLTN,11789,10064,6902,6148,6902,0,0,0,0,0,0,0,0,0,0,,,,,
"Miles, Frances, 268; Louisa, William, 132; Sir William, 268",Miles,3067.0,0.0,0.0,0.0,0.0,MLS,M0402,MLS M0402,3067.0,3067.0,0,0,0,0,MLS,7530,10068,7039,7257,7039,0,0,0,0,0,0,0,0,0,0,,,,,17.0
"Milford, Marquess of, 90; Seymour, 291",Milford,2976.0,0.0,0.0,0.0,0.0,MLFRT,M041063,MLFRT M041063,2976.0,2976.0,0,0,0,0,MLFRT,8615,10070,6915,7733,6915,0,0,0,0,0,0,0,0,0,0,,,,,
"Mill, George, 270",Mill,3066.0,0.0,0.0,0.0,0.0,ML,M040,ML M040,3066.0,3066.0,0,0,0,0,ML,7266,10074,7039,7449,7039,0,0,0,0,0,0,0,0,0,0,,,,,17.0
"Millaton, 45",Millaton,12274.0,0.0,0.0,0.0,0.0,MLTN,M040305,MLTN M040305,12274.0,12274.0,0,0,0,0,MLTN,54264,36970,32273,6148,7044,0,0,0,0,0,0,0,0,0,0,,,,,
"Miller, Edwin, 15; Elizabeth, Frederick, 53; Marjorie, 216; Mary, 15; Norman, 292; Reginald, Thomas, 53; W., 328; William, 53, 168, 169",Miller,2979.0,0.0,0.0,0.0,0.0,MLR,M0406,MLR M0406,2979.0,2979.0,0,0,0,0,MLR,12104,10079,6923,6197,6923,0,0,0,0,0,0,0,0,0,0,,,,,
"Millman, William, 226",Millman,,0.0,0.0,0.0,0.0,MLMN,M04505,MLMN M04505,2981.0,2981.0,0,0,0,0,MLMN,29959,10090,6922,7768,6922,0,0,0,0,0,0,0,0,0,0,35.0,,,,36.0
"Mills, F., 184; J., 212; Peter, Sally, 38",Mills,9905.0,0.0,0.0,0.0,0.0,MLS,M042,MLS M042,9905.0,9905.0,0,0,0,0,MLS,28612,10068,7039,7257,7039,0,0,0,0,0,0,0,0,0,0,,,,,17.0
"Milne, Robert, 88",Milne,13016.0,0.0,0.0,0.0,0.0,MLN,M0450,MLN M0450,13016.0,13016.0,0,0,0,0,MLN,53548,36253,31557,4406,7069,0,0,0,0,0,0,0,0,0,0,,,,,
"Milner, Dorothy, 87; George, 41; Herbert, 21; Lord, 47",Milner,8113.0,0.0,0.0,0.0,0.0,MLNR,M04506,MLNR M04506,8113.0,8113.0,0,0,0,0,MLNR,3788,10095,6923,3446,6923,0,0,0,0,0,0,0,0,0,0,,,,,
"Milnes, William, 330",Milnes,8114.0,0.0,0.0,0.0,0.0,MLNS,M04502,MLNS M04502,8114.0,8114.0,0,0,0,0,MLNS,9760,10096,6924,7089,6924,0,0,0,0,0,0,0,0,0,0,,,,,
"Milton, A., G., 161; John, 56",Milton,3009.0,0.0,0.0,0.0,0.0,MLTN,M04305,MLTN M04305,3009.0,3009.0,0,0,0,0,MLTN,49281,21701,17016,6148,6835,0,0,0,0,0,0,0,0,0,0,,,,,
"Milton, South, 202; vicar of, 202",Milton,3009.0,0.0,0.0,0.0,0.0,MLTN,M04305,MLTN M04305,3009.0,3009.0,0,0,0,0,MLTN,49281,21701,17016,6148,6835,0,0,0,0,0,0,0,0,0,0,,,,,
"Mitcham, Arthur, 324",Mitcham,,0.0,0.0,0.0,0.0,MXM,M03205,MXM M03205,6755.0,6755.0,0,0,0,0,MXM,4488,10131,6955,2923,6955,0,0,0,0,0,0,0,0,0,0,,,,,
"Mitchell, Caroline, Sir William, 202",Mitchell,10862.0,0.0,0.0,0.0,0.0,MXL,M03204,MXL M03204,10862.0,10862.0,0,0,0,0,MXL,10781,10132,6953,2139,6953,0,0,0,0,0,1,0,0,0,0,,,3.0,5.0,6.0
"Mitchell, George, 315",Mitchell,10862.0,0.0,0.0,0.0,0.0,MXL,M03204,MXL M03204,10862.0,10862.0,0,0,0,0,MXL,10781,10132,6953,2139,6953,0,0,0,0,0,1,0,0,0,0,,,3.0,5.0,6.0
"Mitchell, Marjorie, 53",Mitchell,10862.0,0.0,0.0,0.0,0.0,MXL,M03204,MXL M03204,10862.0,10862.0,0,0,0,0,MXL,10781,10132,6953,2139,6953,0,0,0,0,0,1,0,0,0,0,,,3.0,5.0,6.0
"Mitchell, Percy, William, 335",Mitchell,10862.0,0.0,0.0,0.0,0.0,MXL,M03204,MXL M03204,10862.0,10862.0,0,0,0,0,MXL,10781,10132,6953,2139,6953,0,0,0,0,0,1,0,0,0,0,,,3.0,5.0,6.0
"Mitchell, Reginald, 340",Mitchell,10862.0,0.0,0.0,0.0,0.0,MXL,M03204,MXL M03204,10862.0,10862.0,0,0,0,0,MXL,10781,10132,6953,2139,6953,0,0,0,0,0,1,0,0,0,0,,,3.0,5.0,6.0
"Mitchelmore, Percy, 63",Mitchelmore,10861.0,0.0,0.0,0.0,0.0,MXLMR,M032045060,MXLMR M032045060,10861.0,10861.0,0,0,0,0,MXLMR,31571,10133,7055,2917,7055,0,0,0,0,0,0,0,0,0,0,,,,,
"Mitchelmore, R., Robert, 251",Mitchelmore,10861.0,0.0,0.0,0.0,0.0,MXLMR,M032045060,MXLMR M032045060,10861.0,10861.0,0,0,0,0,MXLMR,31571,10133,7055,2917,7055,0,0,0,0,0,0,0,0,0,0,,,,,
"Mizon, C., 80",Mizon,,0.0,0.0,0.0,0.0,MSN,M0205,MSN M0205,3062.0,3062.0,0,0,0,0,MSN,19448,10129,6948,6339,6948,0,0,0,0,0,0,0,0,0,0,,,,,
"Moditonham Hall, Cornwall, 312",Moditonham,8115.0,0.0,0.0,0.0,0.0,MTTNM,M03030505,MTTNM M03030505,8115.0,8115.0,0,0,0,0,MTTNM,54265,36971,32274,10376,12019,0,0,0,0,0,0,0,0,0,0,,,,,
"Mogridge, Amelia, T., 275",Mogridge,,0.0,0.0,0.0,0.0,MKRJ,M0260320,MKRJ M0260320,9360.0,9360.0,0,0,0,0,MKRJ,3602,10157,7062,2286,7062,0,0,0,0,0,0,0,0,0,0,,,,,
"Mohun-Harris, Arthur, 289(2); Christopher, Elizabeth, Gertrude, Henry, Louisa, 289",Mohunharris,8116.0,0.0,0.0,0.0,0.0,MHNRS,M050602,MHNRS M050602,8116.0,8116.0,0,0,0,0,MHNRS,54266,36972,32275,10377,12020,0,0,0,0,0,0,0,0,0,0,,,,,
"Moilliet, Hubert, Mary, 193",Moilliet,,0.0,0.0,0.0,0.0,MLT,M0403,MLT M0403,2904.0,2904.0,0,0,0,0,MLT,54267,36973,32276,5139,6829,0,0,0,0,0,0,0,0,0,0,,,,,
"Moir, Edith, 180; George, 180(2); John, 225",Moir,,0.0,0.0,0.0,0.0,MR,M060,MR M060,2949.0,2949.0,1,1,0,0,MR,51895,34601,29905,2614,6785,0,0,0,0,0,0,0,0,0,0,,,,4.0,
